tag,shloka_ref,title,translation
duty,11.54,"Chapter 11, Verse 54","But by undivided devotion, O Arjuna, I can truly be known, seen in reality, and entered into. Through such devotion one can understand Me as I am, O conqueror of enemies."
duty,11.55,"Chapter 11, Verse 55","One who performs actions for Me, who regards Me as the supreme goal, who is devoted to Me, free from attachment, and free from hostility toward all beings, such a person comes to Me, O Arjuna."
duty,12.16,"Chapter 12, Verse 16","One who is free from expectation, pure in conduct, skillful in action, impartial, free from anxiety, and who has renounced selfish undertakings, such a devotee is dear to Me."
duty,12.2,"Chapter 12, Verse 2",The Supreme Lord said: Those who fix their minds on Me and constantly worship Me with deep faith are considered by Me to be the most perfectly united in yoga.
duty,12.6,"Chapter 12, Verse 6","But those who dedicate all their actions to Me, who regard Me as their supreme goal, and who worship Me while meditating on Me with single-minded focus, follow a path of devotion."
duty,13.25,"Chapter 13, Verse 25","Some perceive the Supersoul within themselves through meditation, others through the cultivation of knowledge, and still others through working without fruitive desires."
duty,13.35,"Chapter 13, Verse 35","Those who see with eyes of knowledge the difference between the body and the knower of the body, and who can also understand the process of liberation from bondage in material nature, attain to the su"
duty,15.20,"Chapter 15, Verse 20","This most confidential part of the revealed scriptures has been disclosed by Me, O sinless one. Whoever understands this will become wise, and his endeavors will know perfection."
duty,17.11,"Chapter 17, Verse 11","Of sacrifices, the sacrifice performed according to the directions of scripture, as a matter of duty, by those who desire no reward, is of the nature of goodness."
duty,17.12,"Chapter 17, Verse 12","O chief of the Bharatas, know that the sacrifice performed with an eye on the fruit, and for the sake of pride, is of the nature of passion."
duty,17.21,"Chapter 17, Verse 21","But charity performed with the expectation of some return, or with a desire for fruits, or in a grudging mood, is said to be in the mode of passion."
duty,18.11,"Chapter 18, Verse 11",It is indeed impossible for an embodied being to give up all activities completely. But one who renounces the fruits of action is called a true renouncer.
duty,18.15,"Chapter 18, Verse 15","Whatever right or wrong action a man performs by body, mind or speech, is caused by these five factors."
duty,18.17,"Chapter 18, Verse 17","One who is free from the ego of being the doer, and whose intelligence is not entangled, even though he may slay all these people, he does not kill, nor is he bound by the consequences of the action."
duty,18.18,"Chapter 18, Verse 18","Knowledge, the object of knowledge, and the knower—these three are the motivating forces of action. The instrument, the action, and the doer—these three are the constituents of action."
duty,18.19,"Chapter 18, Verse 19","According to the three different modes of material nature, there are three kinds of knowledge, action, and performer of action. Now hear of them from Me."
duty,18.27,"Chapter 18, Verse 27","The worker who is attached to work and the fruits of work, desiring to enjoy those fruits, and who is greedy, always envious, impure, and moved by joy and sorrow, is said to be a worker in the mode of"
duty,18.34,"Chapter 18, Verse 34","But that determination by which one holds fast to duty, pleasure, and wealth, desiring the fruits of actions out of intense attachment, O Partha, is in the mode of passion (Rajasic)."
duty,18.38,"Chapter 18, Verse 38",That happiness which is derived from the contact of the senses with their objects and which appears like nectar at first but poison at the end is said to be in the mode of passion (Rajasic).
duty,18.39,"Chapter 18, Verse 39","That happiness which is blind to self-realization, which is delusion from beginning to end and which arises from sleep, laziness and illusion is said to be of the nature of ignorance (Tamasic)."
duty,18.5,"Chapter 18, Verse 5","Acts of sacrifice, charity and penance are not to be given up; they must be performed. Indeed, sacrifice, charity and penance purify even the great souls."
duty,18.54,"Chapter 18, Verse 54",One who is thus transcendentally situated at once realizes the Supreme Brahman and becomes fully joyful. He never laments or desires to have anything. He is equally disposed toward every living entity
duty,18.6,"Chapter 18, Verse 6","All these activities should be performed without attachment or any expectation of result. They should be performed as a matter of duty, O son of Pritha. That is My final and supreme opinion."
duty,18.7,"Chapter 18, Verse 7","Prescribed duties should never be renounced. If one gives up his prescribed duties because of illusion, such renunciation is said to be in the mode of ignorance."
duty,2.17,"Chapter 2, Verse 17",Know that which pervades the entire body to be indestructible. No one is able to destroy that imperishable soul.
duty,2.27,"Chapter 2, Verse 27","For one who is born, death is certain; and for one who dies, birth is certain. Therefore, over this unavoidable reality, you should not lament."
duty,2.30,"Chapter 2, Verse 30","O descendant of Bharata, the soul that dwells within the body of all beings is eternally indestructible. Therefore, you should not grieve for any creature."
duty,2.31,"Chapter 2, Verse 31","Furthermore, considering your own specific duty as a warrior, you should not waver. For a warrior, there is no greater good than fighting in a righteous war."
duty,2.33,"Chapter 2, Verse 33","If, however, you refuse to fight this righteous war, abandoning your own duty and reputation, you will certainly incur sin."
duty,2.47,"Chapter 2, Verse 47","You have the right to perform your actions, but never to the results of those actions. Do not consider yourself the cause of the results of your work, and do not become attached to inaction."
duty,2.47,"Chapter 2, Verse 47","You have the right to perform your actions, but never to the results of those actions. Do not consider yourself the cause of the results of your work, and do not become attached to inaction."
duty,3.19,"Chapter 3, Verse 19","Therefore, without attachment, always perform your prescribed duty. For by performing action without attachment, a person attains the Supreme."
duty,3.20,"Chapter 3, Verse 20","Kings like Janaka and others attained perfection solely by the performance of their prescribed duties. Therefore, just for the sake of setting a proper example for the welfare of the world, you should"
duty,3.25,"Chapter 3, Verse 25","As the ignorant perform their duties with attachment to results, O descendant of Bharata, the wise should act with the same zeal, but without attachment, for the sake of leading people on the right pa"
duty,3.26,"Chapter 3, Verse 26","The wise should not create conflict in the minds of the ignorant who are attached to the results of their actions. Rather, by performing their own duties with discipline and devotion, the wise should "
duty,3.30,"Chapter 3, Verse 30","Surrendering all your actions unto Me, with your mind focused on the highest self, free from desire and selfishness, fight without any mental fever."
duty,3.30,"Chapter 3, Verse 30","Surrendering all your actions unto Me, with your mind focused on the highest self, free from desire and selfishness, fight without any mental fever."
duty,3.31,"Chapter 3, Verse 31",Those who constantly practice My teachings with full faith and without envy are freed from the bondage of their actions.
duty,3.35,"Chapter 3, Verse 35","It is better to perform one’s own duty imperfectly than to perform another’s duty perfectly. Even death in the course of one’s own duty is better, for following another’s path is dangerous."
duty,3.35,"Chapter 3, Verse 35","It is better to perform one’s own duty imperfectly than to perform another’s duty perfectly. Even death in the course of one’s own duty is better, for following another’s path is dangerous."
duty,3.8,"Chapter 3, Verse 8","Perform your prescribed duty, for action is better than inaction. Even the maintenance of your physical body cannot be accomplished without action."
duty,3.9,"Chapter 3, Verse 9","Work must be performed as a sacrifice (Yajna), otherwise all actions cause bondage in this world. Therefore, O son of Kunti, perform your duties for that purpose, completely free from attachment."
duty,4.15,"Chapter 4, Verse 15","Knowing this truth, even the ancient seekers of liberation performed their prescribed duties. Therefore, you should perform your duty just as the ancients did in the past."
duty,4.20,"Chapter 4, Verse 20","Having abandoned attachment to the results of actions, remaining always satisfied and independent, a person though engaged in action does not become bound by those actions."
duty,5.10,"Chapter 5, Verse 10","One who performs their duties without attachment, surrendering the results to the Supreme, is never touched by negative reactions, just as a lotus leaf remains untouched by water."
duty,7.11,"Chapter 7, Verse 11","I am the strength of the strong, devoid of passion and desire. I am sex life which is not contrary to religious principles, O Lord of the Bharatas (Arjuna)."
duty,7.17,"Chapter 7, Verse 17","Of these, the one who is in full knowledge and who is always engaged in pure devotional service is the best. For I am very dear to him, and he is dear to Me."
duty,7.18,"Chapter 7, Verse 18","All these devotees are undoubtedly magnanimous, but he who is situated in knowledge of Me I consider to be just like My own self. Being engaged in My transcendental service, he is sure to attain Me, t"
duty,7.20,"Chapter 7, Verse 20",Those whose intelligence has been stolen by material desires surrender unto demigods and follow the particular rules and regulations of worship according to their own natures.
duty,7.28,"Chapter 7, Verse 28","Persons who have acted piously in previous lives and in this life and whose sinful actions are completely eradicated are freed from the dualities of delusion, and they engage themselves in My service "
duty,8.12,"Chapter 8, Verse 12","The yogic situation is that of detachment from all sensual engagements. Closing all the doors of the senses and fixing the mind on the heart and the life air at the top of the head, one establishes hi"
duty,8.22,"Chapter 8, Verse 22","The Supreme Personality of Godhead, who is greater than all, is attainable by unalloyed devotion. Although He is present in His abode, He is all-pervading, and everything is situated within Him."
duty,9.13,"Chapter 9, Verse 13","O son of Pritha, the great souls, who take shelter of the divine nature, worship Me with an unswerving mind, knowing Me to be the original and inexhaustible source of all beings."
duty,9.16,"Chapter 9, Verse 16","I am the ritual, I am the sacrifice, I am the offering to the ancestors, I am the healing herb, I am the mantra. I am the clarified butter, I am the fire, and I am the act of offering."
duty,9.20,"Chapter 9, Verse 20","Those who study the three Vedas and drink the Soma juice, seeking purification from sin, worship Me through sacrifices to attain the heavenly planets. Having reached the pious world of Indra, they enj"
duty,9.24,"Chapter 9, Verse 24",I am the sole enjoyer and the supreme Lord of all sacrifices. But those who do not recognize My true nature in reality fall down.
duty,9.27,"Chapter 9, Verse 27","Whatever you do, whatever you eat, whatever you offer in sacrifice, whatever you give in charity, and whatever austerity you perform, O son of Kunti, do that as an offering unto Me."
duty,9.34,"Chapter 9, Verse 34","Fix your mind on Me, become My devotee, worship Me, and offer your respect to Me. In this way, with your mind fully absorbed in Me and devoted to Me as the supreme goal, you will come to Me."
emotional awareness,10.4,"Chapter 10, Verse 4","Intelligence, knowledge, freedom from confusion, forgiveness, truthfulness, control of the senses, control of the mind, happiness and distress, birth and death, fear and fearlessness all arise from Me"
emotional balance,10.4,"Chapter 10, Verse 4","Intelligence, knowledge, freedom from confusion, forgiveness, truthfulness, control of the senses, control of the mind, happiness and distress, birth and death, fear and fearlessness all arise from Me"
emotional balance,12.13,"Chapter 12, Verse 13","One who has no hatred toward any being, who is friendly and compassionate, free from possessiveness and ego, balanced in both happiness and distress, and forgiving in nature, is dear to Me."
emotional intelligence,15.10,"Chapter 15, Verse 10","The foolish cannot understand how a living entity quits their body, nor can they understand what they enjoy while under the spell of the modes of nature. But one who has the eyes of knowledge can see "
emotional intelligence,18.55,"Chapter 18, Verse 55","Only through devotion can one come to know Me in truth—who and what I am. Having known Me in truth, one then enters into My being."
emotional regulation,12.17,"Chapter 12, Verse 17","One who neither becomes overly joyful nor hates, neither laments nor desires, and who has renounced attachment to both good and bad outcomes, such a devoted person is dear to Me."
emotional regulation,13.10,"Chapter 13, Verse 10","Non-attachment, absence of entanglement with children, spouse, home, and the rest, and constant even-mindedness amid desirable and undesirable events."
emotional regulation,13.2,"Chapter 13, Verse 2","The Supreme Lord said: This body, O son of Kunti, is called the field (kshetra), and one who knows this body is called the knower of the field (kshetrajna) by those who understand these things."
emotional regulation,13.21,"Chapter 13, Verse 21","Material nature (Prakriti) is said to be the cause of all material activities and effects, whereas the conscious entity (Purusha) is the cause of the various experiences of happiness and distress."
emotional regulation,13.6,"Chapter 13, Verse 6","The five great elements, false ego, intelligence, the unmanifest, the ten senses and the mind, and the five objects of the senses."
emotional regulation,13.7,"Chapter 13, Verse 7","Desire, hatred, happiness, distress, the aggregate, the life symptoms, and convictions—all these are considered, in summary, to be the field of activities and its interactions."
emotional regulation,14.11,"Chapter 14, Verse 11","When the light of knowledge illuminates all the gates of the body, then one should know that the mode of goodness is predominant."
emotional regulation,14.19,"Chapter 14, Verse 19","When one properly sees that in all activities no other performer is at work than these modes of nature, and knows the Supreme who is beyond all these modes, they attain My spiritual nature."
emotional regulation,14.21,"Chapter 14, Verse 21","Arjuna inquired: O Lord, by what symptoms is one known who has transcended these three modes of nature? What is their behavior? And how does one transcend these three modes?"
emotional regulation,14.24,"Chapter 14, Verse 24","One who is situated in the self and is equal in distress and happiness; who looks upon a clod of dirt, a stone, and a piece of gold with an equal eye; who is equal toward the desirable and the undesir"
emotional regulation,14.5,"Chapter 14, Verse 5","Material nature consists of three modes: goodness (sattva), passion (rajas), and ignorance (tamas). These modes condition and bind the eternal, imperishable soul to the physical body, O mighty-armed o"
emotional regulation,16.1,"Chapter 16, Verse 1",The Supreme Lord said: Fearlessness; purification of one's existence; cultivation of spiritual knowledge; charity; self-control; performance of sacrifice; study of the Vedas; austerity; and simplicity
emotional regulation,16.21,"Chapter 16, Verse 21","There are three gates leading to this hell—lust, anger and greed. Every sane man should give these up, for they lead to the degradation of the soul."
emotional regulation,17.16,"Chapter 17, Verse 16","And satisfaction, simplicity, gravity, self-control and purification of one's existence are the austerities of the mind."
emotional regulation,9.10,"Chapter 9, Verse 10","Under My supervision, material nature produces all moving and non-moving beings. For this reason, O son of Kunti, the universe constantly undergoes its cycles of change."
emotional regulation,9.4,"Chapter 9, Verse 4","By Me, in My unmanifested form, this entire universe is pervaded. All living beings rest in Me, but I am not contained within them."
empathy,13.3,"Chapter 13, Verse 3","O scion of Bharata, you should understand that I am also the knower in all bodies, and to understand this body and its knower is called knowledge. That is My opinion."
empathy,13.31,"Chapter 13, Verse 31","When a sensible man ceases to see different identities due to different material bodies and he sees how beings are expanded everywhere, he attains to the Brahman conception."
faith,5.17,"Chapter 5, Verse 17","Those whose intellect, mind, faith, and ultimate refuge are all fixed in the Supreme, whose impurities have been completely cleansed by knowledge, attain the state of no return."
faith,6.47,"Chapter 6, Verse 47","Among all yogis, the one who, with inner faith, remains deeply connected to Me and worships Me with devotion is considered by Me to be the most united in yoga."
fear of failure,2.14,"Chapter 2, Verse 14","O son of Kunti, the contact between the senses and their objects gives rise to fleeting perceptions of happiness and distress. These are non-permanent, coming and going like the winter and summer seas"
fear of failure,2.38,"Chapter 2, Verse 38","Treat pleasure and pain, gain and loss, victory and defeat alike. Then engage in battle. By doing so, you will not incur sin."
fear of failure,4.10,"Chapter 4, Verse 10","Freed from attachment, fear, and anger, fully absorbed in Me and taking refuge in Me, purified by the fire of knowledge, many in the past have attained My state of being."
fear of failure,9.28,"Chapter 9, Verse 28","In this way you will be freed from the bonds of actions that produce good and bad results. With your mind united in the yoga of renunciation, you will become liberated and come to Me."
focus,10.10,"Chapter 10, Verse 10","To those who are constantly devoted to Me and who worship Me with love, I give the understanding by which they can come to Me."
focus,10.17,"Chapter 10, Verse 17","O Krishna, how should I understand You while constantly contemplating You? In what various forms or aspects should I think of You?"
focus,10.25,"Chapter 10, Verse 25","Among the great sages I am Bhrigu; among sounds I am the single sacred syllable Om. Among sacrifices I am the sacrifice of silent repetition, and among immovable things I am the Himalayas."
focus,11.54,"Chapter 11, Verse 54","But by undivided devotion, O Arjuna, I can truly be known, seen in reality, and entered into. Through such devotion one can understand Me as I am, O conqueror of enemies."
focus,12.2,"Chapter 12, Verse 2",The Supreme Lord said: Those who fix their minds on Me and constantly worship Me with deep faith are considered by Me to be the most perfectly united in yoga.
focus,12.5,"Chapter 12, Verse 5","For those whose minds are attached to the unmanifest reality, the path is more difficult. For embodied beings, reaching the unmanifest goal is very challenging."
focus,12.6,"Chapter 12, Verse 6","But those who dedicate all their actions to Me, who regard Me as their supreme goal, and who worship Me while meditating on Me with single-minded focus, follow a path of devotion."
focus,12.8,"Chapter 12, Verse 8","Fix your mind on Me alone and place your intelligence in Me. Then you will live in Me always, without any doubt."
focus,12.9,"Chapter 12, Verse 9","If you are unable to steadily fix your mind on Me, then try to reach Me through the practice of repeated discipline, O Arjuna."
focus,13.11,"Chapter 13, Verse 11","Constant and unalloyed devotion to Me, aspiring to live in a solitary place, and detachment from the general mass of people."
focus,14.26,"Chapter 14, Verse 26",And one who serves Me with unswerving devotion transcends these three modes of nature and becomes eligible to attain the level of the Supreme.
focus,15.19,"Chapter 15, Verse 19","Whoever knows Me as the Supreme Person, without doubting, is the knower of everything. He, therefore, engages himself in wholehearted service to Me, O son of Bharata."
focus,16.2,"Chapter 16, Verse 2",Nonviolence; truthfulness; freedom from anger; renunciation; tranquillity; aversion to faultfinding; compassion for all living entities; freedom from covetousness; gentleness; modesty; and steady dete
focus,18.33,"Chapter 18, Verse 33","O son of Pritha, that determination which is unswerving, which is sustained with steadfastness by yoga practice, and which thus controls the activities of the mind, life and senses, is in the mode of "
focus,18.42,"Chapter 18, Verse 42","Peacefulness, self-control, austerity, purity, tolerance, honesty, knowledge, wisdom and religiousness—these are the natural qualities by which the Brahmins work."
focus,18.52,"Chapter 18, Verse 52","Resorting to secluded places, eating light, controlling speech, body and mind, ever engaged in meditation and taking refuge in dispassion..."
focus,18.57,"Chapter 18, Verse 57","Mentally dedicating all your actions to Me, regarding Me as the Supreme Goal and taking shelter of the yoga of the intellect, always keep your mind fixed on Me."
focus,18.65,"Chapter 18, Verse 65","Always think of Me, become My devotee, worship Me and offer your homage unto Me. Thus you will come to Me without fail. I promise you this because you are My very dear friend."
focus,18.72,"Chapter 18, Verse 72","O son of Pritha, O conqueror of wealth, have you heard this with a concentrated mind? Has your delusion born of ignorance been dispelled?"
focus,7.1,"Chapter 7, Verse 1","The Supreme Lord said: Now hear, O son of Pritha, how by practicing yoga with your mind fully attached to Me, and taking exclusive refuge in Me, you can know Me completely, free from all doubt."
focus,7.17,"Chapter 7, Verse 17","Of these, the one who is in full knowledge and who is always engaged in pure devotional service is the best. For I am very dear to him, and he is dear to Me."
focus,7.20,"Chapter 7, Verse 20",Those whose intelligence has been stolen by material desires surrender unto demigods and follow the particular rules and regulations of worship according to their own natures.
focus,7.30,"Chapter 7, Verse 30","Those in full consciousness of Me, who know Me, the Supreme Lord, to be the governing principle of the material manifestation, of the demigods, and of all methods of sacrifice, can understand and know"
focus,8.12,"Chapter 8, Verse 12","The yogic situation is that of detachment from all sensual engagements. Closing all the doors of the senses and fixing the mind on the heart and the life air at the top of the head, one establishes hi"
focus,8.13,"Chapter 8, Verse 13","After being situated in this yoga practice and vibrating the sacred syllable om, the supreme combination of letters, if one thinks of the Supreme Personality of Godhead and quits his body, he will cer"
focus,8.22,"Chapter 8, Verse 22","The Supreme Personality of Godhead, who is greater than all, is attainable by unalloyed devotion. Although He is present in His abode, He is all-pervading, and everything is situated within Him."
focus,8.27,"Chapter 8, Verse 27","Although the devotees know these two paths, O Arjuna, they are never bewildered. Therefore, be always fixed in devotion."
focus,8.5,"Chapter 8, Verse 5","And whoever, at the end of his life, quits his body remembering Me alone at once attains My nature. Of this there is no doubt."
focus,8.8,"Chapter 8, Verse 8","He who meditates on Me as the Supreme Personality of Godhead, his mind constantly engaged in remembering Me, undeviated from the path, he, O Partha, is sure to reach Me."
focus,8.9,"Chapter 8, Verse 9","One should meditate upon the Supreme Person as the one who knows everything, as He who is the oldest, who is the controller, who is smaller than the smallest, who is the maintainer of everything, who "
focus,9.13,"Chapter 9, Verse 13","O son of Pritha, the great souls, who take shelter of the divine nature, worship Me with an unswerving mind, knowing Me to be the original and inexhaustible source of all beings."
focus,9.22,"Chapter 9, Verse 22","But those who always worship Me with exclusive devotion, meditating on My transcendental form—to them I carry what they lack, and I preserve what they have."
focus,9.25,"Chapter 9, Verse 25",Worshipers of the demigods go to the demigods; worshipers of the ancestors go to the ancestors; worshipers of ghosts and spirits go to such beings; and those who worship Me come to Me.
focus,9.34,"Chapter 9, Verse 34","Fix your mind on Me, become My devotee, worship Me, and offer your respect to Me. In this way, with your mind fully absorbed in Me and devoted to Me as the supreme goal, you will come to Me."
friendship,4.35,"Chapter 4, Verse 35","Having gained this knowledge, O son of Pandu, you will never again fall into such confusion. By this understanding you will see all beings completely within yourself and also within Me."
gratitude,15.12,"Chapter 15, Verse 12","The splendor of the sun, which illuminates the entire world, comes from Me. And the splendor of the moon and the splendor of fire are also from Me."
growth,10.18,"Chapter 10, Verse 18","O Janardana, please describe again in detail Your divine power and manifestations. Hearing Your words is like nectar, and I can never become satisfied by listening to them."
growth,11.21,"Chapter 11, Verse 21","All the hosts of gods are entering into You. Some of them, in great fear, are offering prayers with folded hands. Groups of great sages and perfected beings are crying out 'May there be peace,' and th"
growth,13.8,"Chapter 13, Verse 8","Humility, pridelessness, nonviolence, tolerance, simplicity, approaching a bona fide spiritual master, cleanliness, steadiness, and self-control;"
growth,14.14,"Chapter 14, Verse 14","When an embodied soul passes away while the mode of goodness is predominant, it attains the pure, higher worlds of those who know the Supreme."
growth,14.18,"Chapter 14, Verse 18",Those situated in the mode of goodness go upward; those in the mode of passion remain in the middle; and those in the abominable mode of ignorance go downward.
growth,14.21,"Chapter 14, Verse 21","Arjuna inquired: O Lord, by what symptoms is one known who has transcended these three modes of nature? What is their behavior? And how does one transcend these three modes?"
growth,16.5,"Chapter 16, Verse 5","The divine qualities are considered conducive to liberation, whereas the demoniac qualities lead to bondage. Do not grieve, O son of Pandu, for you are born with the divine qualities."
growth,17.25,"Chapter 17, Verse 25","One should perform various kinds of sacrifice, penance and charity with the word 'Tat' and without desiring the results. Such activities are performed by those who seek liberation from material entang"
growth,18.50,"Chapter 18, Verse 50","Learn from Me in brief, O son of Kunti, how one who has attained this perfection can reach the supreme state of Brahman, the highest stage of knowledge."
growth,18.70,"Chapter 18, Verse 70",And I declare that he who studies this sacred conversation of ours worships Me by his intelligence.
growth,18.71,"Chapter 18, Verse 71",And that person who listens with faith and without envy shall become free from sinful reactions and attain the auspicious abodes of the righteous.
growth,18.8,"Chapter 18, Verse 8",Anyone who gives up prescribed duties as troublesome or out of fear of bodily discomfort is said to have renounced in the mode of passion. Such action never leads to the true fruit of renunciation.
growth,7.16,"Chapter 7, Verse 16","O best among the Bharatas, four kinds of pious men begin to render devotional service unto Me—the distressed, the desirer of wealth, the inquisitive, and he who is searching for knowledge of the Absol"
growth,7.19,"Chapter 7, Verse 19","After many births and deaths, he who is actually in knowledge surrenders unto Me, knowing Me to be the cause of all causes and all that is. Such a great soul is very rare."
growth,8.26,"Chapter 8, Verse 26","According to Vedic opinion, there are two ways of passing from this world—one in light and one in darkness. When one passes in light, he does not come back; but when one passes in darkness, he returns"
growth,9.2,"Chapter 9, Verse 2","This knowledge is the king of education, the most profound secret, and the purest of all. It can be understood through direct experience, it is aligned with righteousness, it is everlasting, and it is"
growth,9.31,"Chapter 9, Verse 31","He quickly becomes righteous and attains lasting peace. O son of Kunti, declare it boldly that My devotee never perishes."
growth,9.32,"Chapter 9, Verse 32","O son of Pritha, those who take refuge in Me, even if they are born in circumstances considered less privileged such as women, merchants, or workers, can also attain the highest destination."
happiness,2.56,"Chapter 2, Verse 56","One whose mind is not disturbed in sorrow, who does not crave pleasure, and who is free from attachment, fear, and anger is called a sage of steady wisdom."
happiness,2.58,"Chapter 2, Verse 58","When a person withdraws their senses from sense objects just as a tortoise withdraws its limbs into its shell, that person's wisdom is firmly established."
happiness,2.61,"Chapter 2, Verse 61","One should restrain all the senses and remain steady with the mind focused on the higher purpose. For the person whose senses are under control, their wisdom becomes firmly established."
happiness,5.13,"Chapter 5, Verse 13","The embodied being who has controlled their nature, having mentally renounced all actions, resides happily in the city of nine gates (the physical body), neither acting nor causing actions to be done."
happiness,5.23,"Chapter 5, Verse 23","One who is able to withstand the forceful urges born of desire and anger right here in this world, before giving up the body, is a yogi and is a truly happy person."
happiness,5.24,"Chapter 5, Verse 24","One whose happiness is within, who rejoices within, and who is illuminated by the inner light—that yogi, having become one with the Supreme, attains supreme liberation."
happiness,5.6,"Chapter 5, Verse 6","But mere renunciation of activities, O mighty-armed one, is difficult to achieve and brings misery without the practice of detached action. A thoughtful person engaged in the yoga of action achieves t"
helplessness,2.3,"Chapter 2, Verse 3","O Partha, do not give in to this weakness. It does not suit you. Give up this petty faint-heartedness and arise, O conqueror of enemies."
helplessness,2.7,"Chapter 2, Verse 7","My nature is overcome by weakness and my mind is confused about my duty. I ask you to tell me clearly what is truly best for me. I am now your student, and I surrender myself to you for instruction."
humility,15.12,"Chapter 15, Verse 12","The splendor of the sun, which illuminates the entire world, comes from Me. And the splendor of the moon and the splendor of fire are also from Me."
humility,15.14,"Chapter 15, Verse 14","I am the fire of digestion in the bodies of all living entities, and I join with the incoming and outgoing breaths to digest the four kinds of food."
humility,18.58,"Chapter 18, Verse 58","If you become conscious of Me, you will pass over all the obstacles of life by My grace. If, however, you do not act in such consciousness but act through false ego, not hearing Me, you will be lost."
humility,18.65,"Chapter 18, Verse 65","Always think of Me, become My devotee, worship Me and offer your homage unto Me. Thus you will come to Me without fail. I promise you this because you are My very dear friend."
humility,9.1,"Chapter 9, Verse 1","The Supreme Lord said: To you, who are free from envy and fault-finding, I shall now declare this most profound and confidential knowledge, along with its practical realization. By knowing this, you w"
humility,9.14,"Chapter 9, Verse 14","Always glorifying Me, striving with firm determination, and bowing down before Me, these great souls perpetually worship Me with devotion."
identity,13.2,"Chapter 13, Verse 2","The Supreme Lord said: This body, O son of Kunti, is called the field (kshetra), and one who knows this body is called the knower of the field (kshetrajna) by those who understand these things."
identity,13.6,"Chapter 13, Verse 6","The five great elements, false ego, intelligence, the unmanifest, the ten senses and the mind, and the five objects of the senses."
inner peace,14.16,"Chapter 14, Verse 16","The result of righteous action is said to be pure and in the mode of goodness. But action done in the mode of passion results in misery, and action performed in the mode of ignorance results in delusi"
inner peace,14.2,"Chapter 14, Verse 2","By taking refuge in this knowledge, one attains a nature like My own. Thus established, they are not born at the time of creation, nor are they disturbed at the time of dissolution."
inner peace,18.62,"Chapter 18, Verse 62","Surrender unto Him utterly, O descendant of Bharata. By His grace you will attain supreme peace and the eternal abode."
inner peace,9.31,"Chapter 9, Verse 31","He quickly becomes righteous and attains lasting peace. O son of Kunti, declare it boldly that My devotee never perishes."
karma,10.1,"Chapter 10, Verse 1","The Blessed Lord said: Again, O mighty-armed Arjuna, hear My supreme words. Because you are dear to Me, I will speak what is for your highest welfare."
karma,10.10,"Chapter 10, Verse 10","To those who are constantly devoted to Me and who worship Me with love, I give the understanding by which they can come to Me."
karma,10.14,"Chapter 10, Verse 14","O Krishna, I accept as true everything You have told me. Neither the gods nor the demons fully understand Your true nature."
karma,10.17,"Chapter 10, Verse 17","O Krishna, how should I understand You while constantly contemplating You? In what various forms or aspects should I think of You?"
karma,10.24,"Chapter 10, Verse 24","O Arjuna, among priests know Me as Brihaspati, the chief. Among military commanders I am Skanda, and among bodies of water I am the ocean."
karma,10.28,"Chapter 10, Verse 28","Among weapons I am the thunderbolt; among cows I am the wish fulfilling cow. Among causes of generation I am Kandarpa, the force of attraction, and among serpents I am Vasuki."
karma,10.29,"Chapter 10, Verse 29","Among the Nagas I am Ananta; among aquatic beings I am Varuna. Among the ancestors I am Aryama, and among those who enforce discipline I am Yama."
karma,10.3,"Chapter 10, Verse 3","One who knows Me as unborn, without beginning, and as the supreme Lord of all worlds, such a person among mortals is free from delusion and is released from all sinful reactions."
karma,10.36,"Chapter 10, Verse 36","Among those who practice deception I am gambling; among the brilliant I am brilliance. I am victory, I am determination, and I am the goodness found in those who are virtuous."
karma,10.38,"Chapter 10, Verse 38","Among those who enforce discipline I am the power of punishment; among those who seek victory I am wise policy. Among secrets I am silence, and among the knowledgeable I am knowledge itself."
karma,10.42,"Chapter 10, Verse 42","But what need is there for all this detailed knowledge, O Arjuna? I sustain and pervade this entire universe with just a single fraction of My being."
karma,10.5,"Chapter 10, Verse 5","Nonviolence, equality of vision, contentment, austerity, charity, fame and infamy all arise from Me in their various forms among living beings."
karma,10.7,"Chapter 10, Verse 7",One who truly understands My divine manifestations and the power by which I sustain the universe becomes firmly established in spiritual union with Me. Of this there is no doubt.
karma,10.8,"Chapter 10, Verse 8","I am the source of everything, and from Me all creation proceeds. Knowing this, the wise worship Me with deep devotion and understanding."
karma,10.9,"Chapter 10, Verse 9","With their minds fixed on Me and their lives devoted to Me, the wise enlighten one another and constantly speak about Me. In doing so, they experience satisfaction and deep joy."
karma,11.1,"Chapter 11, Verse 1","Arjuna said: By Your grace You have spoken to me the supreme and confidential knowledge concerning the self. Through these words, my confusion has now been dispelled."
karma,11.14,"Chapter 11, Verse 14","Then Arjuna, filled with wonder and amazement, his hair standing on end, bowed his head to the Lord with folded hands and began to speak."
karma,11.2,"Chapter 11, Verse 2","O lotus-eyed Krishna, I have heard from You in detail about the origin and dissolution of all beings, and also about Your imperishable greatness."
karma,11.21,"Chapter 11, Verse 21","All the hosts of gods are entering into You. Some of them, in great fear, are offering prayers with folded hands. Groups of great sages and perfected beings are crying out 'May there be peace,' and th"
karma,11.22,"Chapter 11, Verse 22","The Rudras, the Adityas, the Vasus, the Sadhyas, the Vishvedevas, the Ashvins, the Maruts, the ancestors, as well as the Gandharvas, Yakshas, Asuras, and Siddhas all gaze upon You in amazement."
